source,target,type
chest,mangrove_chest_boat,minecraft:crafting_shapeless
mangrove_boat,mangrove_chest_boat,minecraft:crafting_shapeless
mangrove_planks,mangrove_door,minecraft:crafting_shaped
stick,mangrove_fence,minecraft:crafting_shaped
mangrove_planks,mangrove_fence,minecraft:crafting_shaped
stick,mangrove_fence_gate,minecraft:crafting_shaped
mangrove_planks,mangrove_fence_gate,minecraft:crafting_shaped
stripped_mangrove_log,mangrove_hanging_sign,minecraft:crafting_shaped
iron_chain,mangrove_hanging_sign,minecraft:crafting_shaped
mangrove_logs,mangrove_planks,minecraft:crafting_shapeless
mangrove_planks,mangrove_pressure_plate,minecraft:crafting_shaped
stripped_mangrove_log,mangrove_shelf,minecraft:crafting_shaped
mangrove_planks,mangrove_sign,minecraft:crafting_shaped
stick,mangrove_sign,minecraft:crafting_shaped
mangrove_planks,mangrove_slab,minecraft:crafting_shaped
mangrove_planks,mangrove_stairs,minecraft:crafting_shaped
mangrove_planks,mangrove_trapdoor,minecraft:crafting_shaped
mangrove_log,mangrove_wood,minecraft:crafting_shaped
paper,map,minecraft:crafting_shaped
compass,map,minecraft:crafting_shaped
melon_slice,melon,minecraft:crafting_shapeless
melon_slice,melon_seeds,minecraft:crafting_shapeless
iron_ingot,minecart,minecraft:crafting_shaped
paper,mojang_banner_pattern,minecraft:crafting_shapeless
enchanted_golden_apple,mojang_banner_pattern,minecraft:crafting_shapeless
cobblestone,mossy_cobblestone,minecraft:crafting_shapeless
moss_block,mossy_cobblestone,minecraft:crafting_shapeless
vine,mossy_cobblestone,minecraft:crafting_shapeless
mossy_cobblestone,mossy_cobblestone_slab,minecraft:crafting_shaped
mossy_cobblestone,mossy_cobblestone_slab,minecraft:stonecutting
mossy_cobblestone,mossy_cobblestone_stairs,minecraft:crafting_shaped
mossy_cobblestone,mossy_cobblestone_stairs,minecraft:stonecutting
mossy_cobblestone,mossy_cobblestone_wall,minecraft:crafting_shaped
mossy_cobblestone,mossy_cobblestone_wall,minecraft:stonecutting
stone_bricks,mossy_stone_bricks,minecraft:crafting_shapeless
moss_block,mossy_stone_bricks,minecraft:crafting_shapeless
vine,mossy_stone_bricks,minecraft:crafting_shapeless
mossy_stone_bricks,mossy_stone_brick_slab,minecraft:crafting_shaped
mossy_stone_bricks,mossy_stone_brick_slab,minecraft:stonecutting
mossy_stone_bricks,mossy_stone_brick_stairs,minecraft:crafting_shaped
mossy_stone_bricks,mossy_stone_brick_stairs,minecraft:stonecutting
mossy_stone_bricks,mossy_stone_brick_wall,minecraft:crafting_shaped
mossy_stone_bricks,mossy_stone_brick_wall,minecraft:stonecutting
moss_block,moss_carpet,minecraft:crafting_shaped
mud,muddy_mangrove_roots,minecraft:crafting_shapeless
mangrove_roots,muddy_mangrove_roots,minecraft:crafting_shapeless
packed_mud,mud_bricks,minecraft:crafting_shaped
mud_bricks,mud_brick_slab,minecraft:crafting_shaped
mud_bricks,mud_brick_slab,minecraft:stonecutting
mud_bricks,mud_brick_stairs,minecraft:crafting_shaped
mud_bricks,mud_brick_stairs,minecraft:stonecutting
mud_bricks,mud_brick_wall,minecraft:crafting_shaped
mud_bricks,mud_brick_wall,minecraft:stonecutting
brown_mushroom,mushroom_stew,minecraft:crafting_shapeless
red_mushroom,mushroom_stew,minecraft:crafting_shapeless
bowl,mushroom_stew,minecraft:crafting_shapeless
disc_fragment_5,music_disc_5,minecraft:crafting_shapeless
paper,name_tag,minecraft:crafting_shaped
metal_nuggets,name_tag,minecraft:crafting_shaped
diamond_axe,netherite_axe,minecraft:smithing_transform
netherite_tool_materials,netherite_axe,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_axe,minecraft:smithing_transform
netherite_ingot,netherite_block,minecraft:crafting_shaped
diamond_boots,netherite_boots,minecraft:smithing_transform
netherite_tool_materials,netherite_boots,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_boots,minecraft:smithing_transform
diamond_chestplate,netherite_chestplate,minecraft:smithing_transform
netherite_tool_materials,netherite_chestplate,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_chestplate,minecraft:smithing_transform
diamond_helmet,netherite_helmet,minecraft:smithing_transform
netherite_tool_materials,netherite_helmet,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_helmet,minecraft:smithing_transform
diamond_hoe,netherite_hoe,minecraft:smithing_transform
netherite_tool_materials,netherite_hoe,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_hoe,minecraft:smithing_transform
diamond_horse_armor,netherite_horse_armor,minecraft:smithing_transform
netherite_tool_materials,netherite_horse_armor,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_horse_armor,minecraft:smithing_transform
netherite_scrap,netherite_ingot,minecraft:crafting_shapeless
gold_ingot,netherite_ingot,minecraft:crafting_shapeless
netherite_block,netherite_ingot,minecraft:crafting_shapeless
diamond_leggings,netherite_leggings,minecraft:smithing_transform
netherite_tool_materials,netherite_leggings,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_leggings,minecraft:smithing_transform
diamond_nautilus_armor,netherite_nautilus_armor,minecraft:smithing_transform
netherite_tool_materials,netherite_nautilus_armor,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_nautilus_armor,minecraft:smithing_transform
diamond_pickaxe,netherite_pickaxe,minecraft:smithing_transform
netherite_tool_materials,netherite_pickaxe,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_pickaxe,minecraft:smithing_transform
ancient_debris,netherite_scrap,minecraft:smelting
ancient_debris,netherite_scrap,minecraft:blasting
diamond_shovel,netherite_shovel,minecraft:smithing_transform
netherite_tool_materials,netherite_shovel,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_shovel,minecraft:smithing_transform
diamond_spear,netherite_spear,minecraft:smithing_transform
netherite_tool_materials,netherite_spear,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_spear,minecraft:smithing_transform
diamond_sword,netherite_sword,minecraft:smithing_transform
netherite_tool_materials,netherite_sword,minecraft:smithing_transform
netherite_upgrade_smithing_template,netherite_sword,minecraft:smithing_transform
diamond,netherite_upgrade_smithing_template,minecraft:crafting_shaped
netherrack,netherite_upgrade_smithing_template,minecraft:crafting_shaped
netherite_upgrade_smithing_template,netherite_upgrade_smithing_template,minecraft:crafting_shaped
netherrack,nether_brick,minecraft:smelting
nether_brick,nether_bricks,minecraft:crafting_shaped
nether_brick,nether_brick_fence,minecraft:crafting_shaped
nether_bricks,nether_brick_fence,minecraft:crafting_shaped
nether_bricks,nether_brick_slab,minecraft:crafting_shaped
nether_bricks,nether_brick_slab,minecraft:stonecutting
nether_bricks,nether_brick_stairs,minecraft:crafting_shaped
nether_bricks,nether_brick_stairs,minecraft:stonecutting
nether_bricks,nether_brick_wall,minecraft:crafting_shaped
nether_bricks,nether_brick_wall,minecraft:stonecutting
nether_wart,nether_wart_block,minecraft:crafting_shapeless
planks,note_block,minecraft:crafting_shaped
redstone,note_block,minecraft:crafting_shaped
oak_planks,oak_boat,minecraft:crafting_shaped
oak_planks,oak_button,minecraft:crafting_shapeless
chest,oak_chest_boat,minecraft:crafting_shapeless
oak_boat,oak_chest_boat,minecraft:crafting_shapeless
oak_planks,oak_door,minecraft:crafting_shaped
stick,oak_fence,minecraft:crafting_shaped
oak_planks,oak_fence,minecraft:crafting_shaped
stick,oak_fence_gate,minecraft:crafting_shaped
oak_planks,oak_fence_gate,minecraft:crafting_shaped
stripped_oak_log,oak_hanging_sign,minecraft:crafting_shaped
iron_chain,oak_hanging_sign,minecraft:crafting_shaped
oak_logs,oak_planks,minecraft:crafting_shapeless
oak_planks,oak_pressure_plate,minecraft:crafting_shaped
stripped_oak_log,oak_shelf,minecraft:crafting_shaped
oak_planks,oak_sign,minecraft:crafting_shaped
stick,oak_sign,minecraft:crafting_shaped
oak_planks,oak_slab,minecraft:crafting_shaped
oak_planks,oak_stairs,minecraft:crafting_shaped
oak_planks,oak_trapdoor,minecraft:crafting_shaped
oak_log,oak_wood,minecraft:crafting_shaped
cobblestone,observer,minecraft:crafting_shaped
quartz,observer,minecraft:crafting_shaped
redstone,observer,minecraft:crafting_shaped
orange_wool,orange_banner,minecraft:crafting_shaped
stick,orange_banner,minecraft:crafting_shaped
orange_wool,orange_bed,minecraft:crafting_shaped
planks,orange_bed,minecraft:crafting_shaped
candle,orange_candle,minecraft:crafting_shapeless
orange_dye,orange_candle,minecraft:crafting_shapeless
orange_wool,orange_carpet,minecraft:crafting_shaped
orange_dye,orange_concrete_powder,minecraft:crafting_shapeless
sand,orange_concrete_powder,minecraft:crafting_shapeless
gravel,orange_concrete_powder,minecraft:crafting_shapeless
open_eyeblossom,orange_dye,minecraft:crafting_shapeless
orange_tulip,orange_dye,minecraft:crafting_shapeless
red_dye,orange_dye,minecraft:crafting_shapeless
yellow_dye,orange_dye,minecraft:crafting_shapeless
torchflower,orange_dye,minecraft:crafting_shapeless
orange_terracotta,orange_glazed_terracotta,minecraft:smelting
orange_wool,orange_harness,minecraft:crafting_shaped
glass,orange_harness,minecraft:crafting_shaped
leather,orange_harness,minecraft:crafting_shaped
glass,orange_stained_glass,minecraft:crafting_shaped
orange_dye,orange_stained_glass,minecraft:crafting_shaped
orange_stained_glass,orange_stained_glass_pane,minecraft:crafting_shaped
glass_pane,orange_stained_glass_pane,minecraft:crafting_shaped
orange_dye,orange_stained_glass_pane,minecraft:crafting_shaped
terracotta,orange_terracotta,minecraft:crafting_shaped
orange_dye,orange_terracotta,minecraft:crafting_shaped
oxidized_cut_copper_slab,oxidized_chiseled_copper,minecraft:crafting_shaped
oxidized_copper,oxidized_chiseled_copper,minecraft:stonecutting
oxidized_cut_copper,oxidized_chiseled_copper,minecraft:stonecutting
blaze_rod,oxidized_copper_bulb,minecraft:crafting_shaped
oxidized_copper,oxidized_copper_bulb,minecraft:crafting_shaped
redstone,oxidized_copper_bulb,minecraft:crafting_shaped
oxidized_copper,oxidized_copper_grate,minecraft:crafting_shaped
oxidized_copper,oxidized_copper_grate,minecraft:stonecutting
oxidized_copper,oxidized_cut_copper,minecraft:crafting_shaped
oxidized_copper,oxidized_cut_copper,minecraft:stonecutting
oxidized_cut_copper,oxidized_cut_copper_slab,minecraft:crafting_shaped
oxidized_copper,oxidized_cut_copper_slab,minecraft:stonecutting
oxidized_cut_copper,oxidized_cut_copper_slab,minecraft:stonecutting
oxidized_cut_copper,oxidized_cut_copper_stairs,minecraft:crafting_shaped
oxidized_copper,oxidized_cut_copper_stairs,minecraft:stonecutting
oxidized_cut_copper,oxidized_cut_copper_stairs,minecraft:stonecutting
ice,packed_ice,minecraft:crafting_shapeless
mud,packed_mud,minecraft:crafting_shapeless
wheat,packed_mud,minecraft:crafting_shapeless
stick,painting,minecraft:crafting_shaped
wool,painting,minecraft:crafting_shaped
pale_moss_block,pale_moss_carpet,minecraft:crafting_shaped
pale_oak_planks,pale_oak_boat,minecraft:crafting_shaped
pale_oak_planks,pale_oak_button,minecraft:crafting_shapeless
chest,pale_oak_chest_boat,minecraft:crafting_shapeless
pale_oak_boat,pale_oak_chest_boat,minecraft:crafting_shapeless
pale_oak_planks,pale_oak_door,minecraft:crafting_shaped
stick,pale_oak_fence,minecraft:crafting_shaped
pale_oak_planks,pale_oak_fence,minecraft:crafting_shaped
stick,pale_oak_fence_gate,minecraft:crafting_shaped
pale_oak_planks,pale_oak_fence_gate,minecraft:crafting_shaped
stripped_pale_oak_log,pale_oak_hanging_sign,minecraft:crafting_shaped
iron_chain,pale_oak_hanging_sign,minecraft:crafting_shaped
pale_oak_logs,pale_oak_planks,minecraft:crafting_shapeless
pale_oak_planks,pale_oak_pressure_plate,minecraft:crafting_shaped
stripped_pale_oak_log,pale_oak_shelf,minecraft:crafting_shaped
pale_oak_planks,pale_oak_sign,minecraft:crafting_shaped
stick,pale_oak_sign,minecraft:crafting_shaped
pale_oak_planks,pale_oak_slab,minecraft:crafting_shaped
pale_oak_planks,pale_oak_stairs,minecraft:crafting_shaped
pale_oak_planks,pale_oak_trapdoor,minecraft:crafting_shaped
pale_oak_log,pale_oak_wood,minecraft:crafting_shaped
sugar_cane,paper,minecraft:crafting_shaped
pink_wool,pink_banner,minecraft:crafting_shaped
stick,pink_banner,minecraft:crafting_shaped
pink_wool,pink_bed,minecraft:crafting_shaped
planks,pink_bed,minecraft:crafting_shaped
candle,pink_candle,minecraft:crafting_shapeless
pink_dye,pink_candle,minecraft:crafting_shapeless
pink_wool,pink_carpet,minecraft:crafting_shaped
pink_dye,pink_concrete_powder,minecraft:crafting_shapeless
sand,pink_concrete_powder,minecraft:crafting_shapeless
gravel,pink_concrete_powder,minecraft:crafting_shapeless
cactus_flower,pink_dye,minecraft:crafting_shapeless
peony,pink_dye,minecraft:crafting_shapeless
pink_petals,pink_dye,minecraft:crafting_shapeless
pink_tulip,pink_dye,minecraft:crafting_shapeless
red_dye,pink_dye,minecraft:crafting_shapeless
white_dye,pink_dye,minecraft:crafting_shapeless
pink_terracotta,pink_glazed_terracotta,minecraft:smelting
pink_wool,pink_harness,minecraft:crafting_shaped
glass,pink_harness,minecraft:crafting_shaped
leather,pink_harness,minecraft:crafting_shaped
glass,pink_stained_glass,minecraft:crafting_shaped
pink_dye,pink_stained_glass,minecraft:crafting_shaped
pink_stained_glass,pink_stained_glass_pane,minecraft:crafting_shaped
glass_pane,pink_stained_glass_pane,minecraft:crafting_shaped
pink_dye,pink_stained_glass_pane,minecraft:crafting_shaped
terracotta,pink_terracotta,minecraft:crafting_shaped
pink_dye,pink_terracotta,minecraft:crafting_shaped
cobblestone,piston,minecraft:crafting_shaped
redstone,piston,minecraft:crafting_shaped
planks,piston,minecraft:crafting_shaped
iron_ingot,piston,minecraft:crafting_shaped
andesite,polished_andesite,minecraft:crafting_shaped
andesite,polished_andesite,minecraft:stonecutting
polished_andesite,polished_andesite_slab,minecraft:crafting_shaped
andesite,polished_andesite_slab,minecraft:stonecutting
polished_andesite,polished_andesite_slab,minecraft:stonecutting
polished_andesite,polished_andesite_stairs,minecraft:crafting_shaped
andesite,polished_andesite_stairs,minecraft:stonecutting
polished_andesite,polished_andesite_stairs,minecraft:stonecutting
basalt,polished_basalt,minecraft:crafting_shaped
basalt,polished_basalt,minecraft:stonecutting
blackstone,polished_blackstone,minecraft:crafting_shaped
polished_blackstone,polished_blackstone_bricks,minecraft:crafting_shaped
blackstone,polished_blackstone_bricks,minecraft:stonecutting
polished_blackstone,polished_blackstone_bricks,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_slab,minecraft:crafting_shaped
blackstone,polished_blackstone_brick_slab,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_slab,minecraft:stonecutting
polished_blackstone,polished_blackstone_brick_slab,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_stairs,minecraft:crafting_shaped
blackstone,polished_blackstone_brick_stairs,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_stairs,minecraft:stonecutting
polished_blackstone,polished_blackstone_brick_stairs,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_wall,minecraft:crafting_shaped
blackstone,polished_blackstone_brick_wall,minecraft:stonecutting
polished_blackstone_bricks,polished_blackstone_brick_wall,minecraft:stonecutting
polished_blackstone,polished_blackstone_brick_wall,minecraft:stonecutting
polished_blackstone,polished_blackstone_button,minecraft:crafting_shapeless
blackstone,polished_blackstone,minecraft:stonecutting
polished_blackstone,polished_blackstone_pressure_plate,minecraft:crafting_shaped
polished_blackstone,polished_blackstone_slab,minecraft:crafting_shaped
blackstone,polished_blackstone_slab,minecraft:stonecutting
polished_blackstone,polished_blackstone_slab,minecraft:stonecutting
polished_blackstone,polished_blackstone_stairs,minecraft:crafting_shaped
blackstone,polished_blackstone_stairs,minecraft:stonecutting
polished_blackstone,polished_blackstone_stairs,minecraft:stonecutting
polished_blackstone,polished_blackstone_wall,minecraft:crafting_shaped
blackstone,polished_blackstone_wall,minecraft:stonecutting
polished_blackstone,polished_blackstone_wall,minecraft:stonecutting
cinnabar,polished_cinnabar,minecraft:crafting_shaped
cinnabar,polished_cinnabar,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_slab,minecraft:crafting_shaped
cinnabar,polished_cinnabar_slab,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_slab,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_stairs,minecraft:crafting_shaped
cinnabar,polished_cinnabar_stairs,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_stairs,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_wall,minecraft:crafting_shaped
cinnabar,polished_cinnabar_wall,minecraft:stonecutting
polished_cinnabar,polished_cinnabar_wall,minecraft:stonecutting
cobbled_deepslate,polished_deepslate,minecraft:crafting_shaped
cobbled_deepslate,polished_deepslate,minecraft:stonecutting
deepslate,polished_deepslate,minecraft:stonecutting
polished_deepslate,polished_deepslate_slab,minecraft:crafting_shaped
cobbled_deepslate,polished_deepslate_slab,minecraft:stonecutting
deepslate,polished_deepslate_slab,minecraft:stonecutting
polished_deepslate,polished_deepslate_slab,minecraft:stonecutting
polished_deepslate,polished_deepslate_stairs,minecraft:crafting_shaped
cobbled_deepslate,polished_deepslate_stairs,minecraft:stonecutting
deepslate,polished_deepslate_stairs,minecraft:stonecutting
polished_deepslate,polished_deepslate_stairs,minecraft:stonecutting
polished_deepslate,polished_deepslate_wall,minecraft:crafting_shaped
cobbled_deepslate,polished_deepslate_wall,minecraft:stonecutting
deepslate,polished_deepslate_wall,minecraft:stonecutting
polished_deepslate,polished_deepslate_wall,minecraft:stonecutting
diorite,polished_diorite,minecraft:crafting_shaped
diorite,polished_diorite,minecraft:stonecutting
polished_diorite,polished_diorite_slab,minecraft:crafting_shaped
diorite,polished_diorite_slab,minecraft:stonecutting
polished_diorite,polished_diorite_slab,minecraft:stonecutting
polished_diorite,polished_diorite_stairs,minecraft:crafting_shaped
diorite,polished_diorite_stairs,minecraft:stonecutting
polished_diorite,polished_diorite_stairs,minecraft:stonecutting
granite,polished_granite,minecraft:crafting_shaped
granite,polished_granite,minecraft:stonecutting
polished_granite,polished_granite_slab,minecraft:crafting_shaped
granite,polished_granite_slab,minecraft:stonecutting
polished_granite,polished_granite_slab,minecraft:stonecutting
polished_granite,polished_granite_stairs,minecraft:crafting_shaped
granite,polished_granite_stairs,minecraft:stonecutting
polished_granite,polished_granite_stairs,minecraft:stonecutting
sulfur,polished_sulfur,minecraft:crafting_shaped
sulfur,polished_sulfur,minecraft:stonecutting
polished_sulfur,polished_sulfur_slab,minecraft:crafting_shaped
polished_sulfur,polished_sulfur_slab,minecraft:stonecutting
sulfur,polished_sulfur_slab,minecraft:stonecutting
polished_sulfur,polished_sulfur_stairs,minecraft:crafting_shaped
polished_sulfur,polished_sulfur_stairs,minecraft:stonecutting
sulfur,polished_sulfur_stairs,minecraft:stonecutting
polished_sulfur,polished_sulfur_wall,minecraft:crafting_shaped
polished_sulfur,polished_sulfur_wall,minecraft:stonecutting
sulfur,polished_sulfur_wall,minecraft:stonecutting
tuff,polished_tuff,minecraft:crafting_shaped
tuff,polished_tuff,minecraft:stonecutting
polished_tuff,polished_tuff_slab,minecraft:crafting_shaped
polished_tuff,polished_tuff_slab,minecraft:stonecutting
tuff,polished_tuff_slab,minecraft:stonecutting
polished_tuff,polished_tuff_stairs,minecraft:crafting_shaped
polished_tuff,polished_tuff_stairs,minecraft:stonecutting
tuff,polished_tuff_stairs,minecraft:stonecutting
polished_tuff,polished_tuff_wall,minecraft:crafting_shaped
polished_tuff,polished_tuff_wall,minecraft:stonecutting
tuff,polished_tuff_wall,minecraft:stonecutting
chorus_fruit,popped_chorus_fruit,minecraft:smelting
sulfur,potent_sulfur,minecraft:crafting_shapeless
stick,powered_rail,minecraft:crafting_shaped
redstone,powered_rail,minecraft:crafting_shaped
gold_ingot,powered_rail,minecraft:crafting_shaped
prismarine_shard,prismarine,minecraft:crafting_shaped
prismarine_shard,prismarine_bricks,minecraft:crafting_shapeless
prismarine_bricks,prismarine_brick_slab,minecraft:crafting_shaped
prismarine_bricks,prismarine_brick_slab,minecraft:stonecutting
prismarine_bricks,prismarine_brick_stairs,minecraft:crafting_shaped
prismarine_bricks,prismarine_brick_stairs,minecraft:stonecutting
prismarine,prismarine_slab,minecraft:crafting_shaped
prismarine,prismarine_slab,minecraft:stonecutting
prismarine,prismarine_stairs,minecraft:crafting_shaped
prismarine,prismarine_stairs,minecraft:stonecutting
prismarine,prismarine_wall,minecraft:crafting_shaped
prismarine,prismarine_wall,minecraft:stonecutting
pumpkin,pumpkin_pie,minecraft:crafting_shapeless
sugar,pumpkin_pie,minecraft:crafting_shapeless
eggs,pumpkin_pie,minecraft:crafting_shapeless
pumpkin,pumpkin_seeds,minecraft:crafting_shapeless
purple_wool,purple_banner,minecraft:crafting_shaped
stick,purple_banner,minecraft:crafting_shaped
purple_wool,purple_bed,minecraft:crafting_shaped
planks,purple_bed,minecraft:crafting_shaped
candle,purple_candle,minecraft:crafting_shapeless
purple_dye,purple_candle,minecraft:crafting_shapeless
purple_wool,purple_carpet,minecraft:crafting_shaped
purple_dye,purple_concrete_powder,minecraft:crafting_shapeless
sand,purple_concrete_powder,minecraft:crafting_shapeless
gravel,purple_concrete_powder,minecraft:crafting_shapeless
blue_dye,purple_dye,minecraft:crafting_shapeless
red_dye,purple_dye,minecraft:crafting_shapeless
purple_terracotta,purple_glazed_terracotta,minecraft:smelting
purple_wool,purple_harness,minecraft:crafting_shaped
glass,purple_harness,minecraft:crafting_shaped
leather,purple_harness,minecraft:crafting_shaped
glass,purple_stained_glass,minecraft:crafting_shaped
purple_dye,purple_stained_glass,minecraft:crafting_shaped
purple_stained_glass,purple_stained_glass_pane,minecraft:crafting_shaped
glass_pane,purple_stained_glass_pane,minecraft:crafting_shaped
purple_dye,purple_stained_glass_pane,minecraft:crafting_shaped
terracotta,purple_terracotta,minecraft:crafting_shaped
purple_dye,purple_terracotta,minecraft:crafting_shaped
popped_chorus_fruit,purpur_block,minecraft:crafting_shaped
purpur_slab,purpur_pillar,minecraft:crafting_shaped
purpur_block,purpur_pillar,minecraft:stonecutting
purpur_block,purpur_slab,minecraft:crafting_shaped
purpur_pillar,purpur_slab,minecraft:crafting_shaped
purpur_block,purpur_slab,minecraft:stonecutting
purpur_block,purpur_stairs,minecraft:crafting_shaped
purpur_pillar,purpur_stairs,minecraft:crafting_shaped
purpur_block,purpur_stairs,minecraft:stonecutting
nether_quartz_ore,quartz,minecraft:smelting
quartz,quartz_block,minecraft:crafting_shaped
quartz_block,quartz_bricks,minecraft:crafting_shaped
quartz_block,quartz_bricks,minecraft:stonecutting
nether_quartz_ore,quartz,minecraft:blasting
quartz_block,quartz_pillar,minecraft:crafting_shaped
quartz_block,quartz_pillar,minecraft:stonecutting
chiseled_quartz_block,quartz_slab,minecraft:crafting_shaped
quartz_block,quartz_slab,minecraft:crafting_shaped
quartz_pillar,quartz_slab,minecraft:crafting_shaped
quartz_block,quartz_slab,minecraft:stonecutting
chiseled_quartz_block,quartz_stairs,minecraft:crafting_shaped
quartz_block,quartz_stairs,minecraft:crafting_shaped
quartz_pillar,quartz_stairs,minecraft:crafting_shaped
quartz_block,quartz_stairs,minecraft:stonecutting
baked_potato,rabbit_stew,minecraft:crafting_shapeless
cooked_rabbit,rabbit_stew,minecraft:crafting_shapeless
bowl,rabbit_stew,minecraft:crafting_shapeless
carrot,rabbit_stew,minecraft:crafting_shapeless
brown_mushroom,rabbit_stew,minecraft:crafting_shapeless
red_mushroom,rabbit_stew,minecraft:crafting_shapeless
stick,rail,minecraft:crafting_shaped
iron_ingot,rail,minecraft:crafting_shaped
diamond,raiser_armor_trim_smithing_template,minecraft:crafting_shaped
terracotta,raiser_armor_trim_smithing_template,minecraft:crafting_shaped
raiser_armor_trim_smithing_template,raiser_armor_trim_smithing_template,minecraft:crafting_shaped
raw_copper_block,raw_copper,minecraft:crafting_shapeless
raw_copper,raw_copper_block,minecraft:crafting_shaped
raw_gold_block,raw_gold,minecraft:crafting_shapeless
raw_gold,raw_gold_block,minecraft:crafting_shaped
raw_iron_block,raw_iron,minecraft:crafting_shapeless
raw_iron,raw_iron_block,minecraft:crafting_shaped
compass,recovery_compass,minecraft:crafting_shaped
echo_shard,recovery_compass,minecraft:crafting_shaped
redstone_block,redstone,minecraft:crafting_shapeless
redstone,redstone_block,minecraft:crafting_shaped
deepslate_redstone_ore,redstone,minecraft:blasting
redstone_ore,redstone,minecraft:blasting
deepslate_redstone_ore,redstone,minecraft:smelting
redstone_ore,redstone,minecraft:smelting
glowstone,redstone_lamp,minecraft:crafting_shaped
redstone,redstone_lamp,minecraft:crafting_shaped
stick,redstone_torch,minecraft:crafting_shaped
redstone,redstone_torch,minecraft:crafting_shaped
red_wool,red_banner,minecraft:crafting_shaped
stick,red_banner,minecraft:crafting_shaped
red_wool,red_bed,minecraft:crafting_shaped
planks,red_bed,minecraft:crafting_shaped
candle,red_candle,minecraft:crafting_shapeless
red_dye,red_candle,minecraft:crafting_shapeless
red_wool,red_carpet,minecraft:crafting_shaped
red_dye,red_concrete_powder,minecraft:crafting_shapeless
sand,red_concrete_powder,minecraft:crafting_shapeless
gravel,red_concrete_powder,minecraft:crafting_shapeless
beetroot,red_dye,minecraft:crafting_shapeless
poppy,red_dye,minecraft:crafting_shapeless
rose_bush,red_dye,minecraft:crafting_shapeless
red_tulip,red_dye,minecraft:crafting_shapeless
red_terracotta,red_glazed_terracotta,minecraft:smelting
red_wool,red_harness,minecraft:crafting_shaped
glass,red_harness,minecraft:crafting_shaped
leather,red_harness,minecraft:crafting_shaped
nether_brick,red_nether_bricks,minecraft:crafting_shaped
nether_wart,red_nether_bricks,minecraft:crafting_shaped
red_nether_bricks,red_nether_brick_slab,minecraft:crafting_shaped
red_nether_bricks,red_nether_brick_slab,minecraft:stonecutting
red_nether_bricks,red_nether_brick_stairs,minecraft:crafting_shaped
red_nether_bricks,red_nether_brick_stairs,minecraft:stonecutting
red_nether_bricks,red_nether_brick_wall,minecraft:crafting_shaped
red_nether_bricks,red_nether_brick_wall,minecraft:stonecutting
red_sand,red_sandstone,minecraft:crafting_shaped
red_sandstone,red_sandstone_slab,minecraft:crafting_shaped
chiseled_red_sandstone,red_sandstone_slab,minecraft:crafting_shaped
red_sandstone,red_sandstone_slab,minecraft:stonecutting
red_sandstone,red_sandstone_stairs,minecraft:crafting_shaped
chiseled_red_sandstone,red_sandstone_stairs,minecraft:crafting_shaped
cut_red_sandstone,red_sandstone_stairs,minecraft:crafting_shaped
red_sandstone,red_sandstone_stairs,minecraft:stonecutting
red_sandstone,red_sandstone_wall,minecraft:crafting_shaped
red_sandstone,red_sandstone_wall,minecraft:stonecutting
glass,red_stained_glass,minecraft:crafting_shaped
red_dye,red_stained_glass,minecraft:crafting_shaped
red_stained_glass,red_stained_glass_pane,minecraft:crafting_shaped
glass_pane,red_stained_glass_pane,minecraft:crafting_shaped
red_dye,red_stained_glass_pane,minecraft:crafting_shaped
terracotta,red_terracotta,minecraft:crafting_shaped
red_dye,red_terracotta,minecraft:crafting_shaped
redstone_torch,repeater,minecraft:crafting_shaped
stone,repeater,minecraft:crafting_shaped
redstone,repeater,minecraft:crafting_shaped
resin_clump,resin_block,minecraft:crafting_shaped
resin_clump,resin_brick,minecraft:smelting
resin_brick,resin_bricks,minecraft:crafting_shaped
resin_bricks,resin_brick_slab,minecraft:crafting_shaped
resin_bricks,resin_brick_slab,minecraft:stonecutting
resin_bricks,resin_brick_stairs,minecraft:crafting_shaped
resin_bricks,resin_brick_stairs,minecraft:stonecutting
resin_bricks,resin_brick_wall,minecraft:crafting_shaped
resin_bricks,resin_brick_wall,minecraft:stonecutting
resin_block,resin_clump,minecraft:crafting_shapeless
